DP_PRIMARY_ID (CMS POS),DP_SECONDARY_ID (MUA),DP_APP_XWALK_DESC,
"341851","02538","CMS POS/MUA Crosswalk"
"487003","03924","CMS POS/MUA Crosswalk"
"191580","01382","CMS POS/MUA Crosswalk"
"747837","03423","CMS POS/MUA Crosswalk"
"111021","00697","CMS POS/MUA Crosswalk"
"108070","07124","CMS POS/MUA Crosswalk"
"177072","07626","CMS POS/MUA Crosswalk"
"155699","1181963688","CMS POS/MUA Crosswalk"
"281839","02043","CMS POS/MUA Crosswalk"
"679088","03445","CMS POS/MUA Crosswalk"
"341034","1377401518","CMS POS/MUA Crosswalk"
"679072","07319","CMS POS/MUA Crosswalk"
"442696","1477531753","CMS POS/MUA Crosswalk"
"15G579","1186105315","CMS POS/MUA Crosswalk"
"258610","01742","CMS POS/MUA Crosswalk"
"456631","03371","CMS POS/MUA Crosswalk"
"382573","04055","CMS POS/MUA Crosswalk"
"443965","1476427071","CMS POS/MUA Crosswalk"
"322547","02156","CMS POS/MUA Crosswalk"
"20G004","07128","CMS POS/MUA Crosswalk"
"371907","06131","CMS POS/MUA Crosswalk"
"108366","07150","CMS POS/MUA Crosswalk"
"151852","00961","CMS POS/MUA Crosswalk"
"371855","07957","CMS POS/MUA Crosswalk"
"181315","1211248124","CMS POS/MUA Crosswalk"
"181929","1211141408","CMS POS/MUA Crosswalk"
"492526","03618","CMS POS/MUA Crosswalk"
"176565","06188","CMS POS/MUA Crosswalk"
"059678","00383","CMS POS/MUA Crosswalk"
"497717","03569","CMS POS/MUA Crosswalk"
"343458","02463","CMS POS/MUA Crosswalk"
"441829","1478314637","CMS POS/MUA Crosswalk"
"251932","01833","CMS POS/MUA Crosswalk"
"441817","1479461357","CMS POS/MUA Crosswalk"
"751676","07330","CMS POS/MUA Crosswalk"
"421590","03065","CMS POS/MUA Crosswalk"
"747465","03442","CMS POS/MUA Crosswalk"
"671858","03386","CMS POS/MUA Crosswalk"
"421040","03055","CMS POS/MUA Crosswalk"
"158518","07935","CMS POS/MUA Crosswalk"
"371923","07749","CMS POS/MUA Crosswalk"
"445310","1479461357","CMS POS/MUA Crosswalk"
"452768","03352","CMS POS/MUA Crosswalk"
"441879","1478314637","CMS POS/MUA Crosswalk"
"511110","03737","CMS POS/MUA Crosswalk"
"747963","03497","CMS POS/MUA Crosswalk"
"227518","01530","CMS POS/MUA Crosswalk"
"20G041","01468","CMS POS/MUA Crosswalk"
"511823","07730","CMS POS/MUA Crosswalk"
"155100","07825","CMS POS/MUA Crosswalk"
"445300","1478314637","CMS POS/MUA Crosswalk"
"111034","00696","CMS POS/MUA Crosswalk"
"059751","07330","CMS POS/MUA Crosswalk"
"155527","1184124489","CMS POS/MUA Crosswalk"
"365906","02608","CMS POS/MUA Crosswalk"
"741608","05213","CMS POS/MUA Crosswalk"
"111044","00616","CMS POS/MUA Crosswalk"
"018923","00084","CMS POS/MUA Crosswalk"
"059287","07426","CMS POS/MUA Crosswalk"
"387086","07327","CMS POS/MUA Crosswalk"
"100327","07123","CMS POS/MUA Crosswalk"
"111054","07572","CMS POS/MUA Crosswalk"
"251315","01775","CMS POS/MUA Crosswalk"
"793840","01925","CMS POS/MUA Crosswalk"
"058641","00309","CMS POS/MUA Crosswalk"
"682604","07152","CMS POS/MUA Crosswalk"
"148555","00799","CMS POS/MUA Crosswalk"
"741932","03287","CMS POS/MUA Crosswalk"
"511078","03712","CMS POS/MUA Crosswalk"
"072507","00482","CMS POS/MUA Crosswalk"
"03X0009817","07338","CMS POS/MUA Crosswalk"
"041918","00143","CMS POS/MUA Crosswalk"
"058690","00246","CMS POS/MUA Crosswalk"
"185273","1218785723","CMS POS/MUA Crosswalk"
"441881","1478314637","CMS POS/MUA Crosswalk"
"057659","00249","CMS POS/MUA Crosswalk"
"683190","06160","CMS POS/MUA Crosswalk"
"041910","00155","CMS POS/MUA Crosswalk"
"781837","07450","CMS POS/MUA Crosswalk"
"252586","01752","CMS POS/MUA Crosswalk"
"45F819","03348","CMS POS/MUA Crosswalk"
"178074","01189","CMS POS/MUA Crosswalk"
"291854","02094","CMS POS/MUA Crosswalk"
"311581","02134","CMS POS/MUA Crosswalk"
"258608","01805","CMS POS/MUA Crosswalk"
"231651","01549","CMS POS/MUA Crosswalk"
"681074","07475","CMS POS/MUA Crosswalk"
"675284","1485370332","CMS POS/MUA Crosswalk"
"361685","02678","CMS POS/MUA Crosswalk"
"031309","00113","CMS POS/MUA Crosswalk"
